Strain Name	Virus Species	Virus Genus	Virus Family	GenBank Accession	Sequence Length	Collection Date	Host	GenBank Host	Country	Mol Type	Complete Sequence	class_human_host	class_pathogenic	class_intersect
OH851	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ399978	28029	01/15/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
OKY-1/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063847	27895	03/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
UNKNOWN-LQ110722	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LQ110722	28005	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LQ410515	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LQ410515	27989	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
USA/Iowa23.57/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645649	27989	10/20/2013	Swine	porcine	USA	genomic RNA	Yes	0	0	0
USA/Minnesota211/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265760	27986	02/12/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
PEDV 1842/2016 ITA	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KY111278	28041	01/28/2016	Swine	Sus scrofa domesticus L.	Italy	genomic RNA	Yes	0	0	0
FR2019001	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MN056942	28008	02/2019	-N/A-	Sus scrofa domesticus	France	genomic RNA	Yes	0	0	0
S236	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH593900	28009	03/20/2018	Swine	swine	Hungary	genomic RNA	Yes	0	0	0
HUN/5031/2016	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KX289955	28009	03/01/2016	Swine	swine	Hungary	genomic RNA	Yes	0	0	0
SLOreBAS-1/2015	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KY019623	28021	11/03/2015	Swine	pig	Slovenia	genomic RNA	Yes	0	0	0
SLOreBAS-2/2015	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KY019624	28021	11/03/2015	Swine	pig	Slovenia	genomic RNA	Yes	0	0	0
Hawaii/39249/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KP688354	27989	11/13/2014	Swine	swine	USA	viral cRNA	Yes	0	0	0
USA/Hawaii/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR265761	27979	11/13/2014	Swine	pig	USA	genomic RNA	Yes	0	0	0
UNKNOWN-LP731408	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731408	28029	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731414	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731414	28029	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731416	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731416	28029	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347646	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347646	28029	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347652	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347652	28029	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347654	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347654	28029	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
USA/IL20697/2014 P5	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KT860508	28029	12/31/2013	Swine	swine	USA	genomic RNA	Yes	0	0	0
UNKNOWN-LP731463	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731463	28029	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347664	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347664	28029	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731462	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731462	27973	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347663	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347663	27973	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731464	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731464	27973	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347665	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347665	27973	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731465	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731465	27973	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347666	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347666	27973	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731415	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731415	28025	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731438	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731438	28025	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347653	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347653	28025	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347658	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347658	28025	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
USA/2014/IL/20697 P7	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KT591944	28025	12/31/2013	Swine	swine	USA	genomic RNA	Yes	0	0	0
UNKNOWN-LP731436	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731436	28025	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347656	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347656	28025	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731437	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731437	28025	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347657	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347657	28025	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731435	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731435	28024	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347655	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347655	28024	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731467	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731467	28029	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347668	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347668	28029	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731468	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731468	28026	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347669	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347669	28026	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731476	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731476	28004	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347677	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347677	28004	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731477	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731477	28002	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347678	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347678	28002	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
USA/Ohio126/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ645702	27989	01/29/2014	Swine	porcine	USA	genomic RNA	Yes	0	0	0
UNKNOWN-LP731439	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731439	27954	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347659	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347659	27954	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731466	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731466	27954	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347667	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347667	27954	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-LP731478	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LP731478	27886	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
UNKNOWN-MA347679	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MA347679	27886	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	0	0
KCH-1/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063844	27895	03/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
KCH-2/JPN/2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063845	27895	03/2014	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
MYZ-1/JPN/2013	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	LC063846	27895	12/2013	Pig	Sus scrofa domesticus	Japan	genomic RNA	Yes	0	0	0
KNU-1702	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH052681	28029	03/2017	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
ZL29	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KU847996	27989	07/26/2015	Swine	porcine	China	genomic RNA	Yes	0	0	0
TW/Yunlin550/2018	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK673545	28012	02/27/2018	-N/A-	Sus scrofa domesticus	Taiwan	genomic RNA	Yes	0	0	0
KNU-1703	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH052682	28038	07/2017	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
S10	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH891590	28024	02/06/2018	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
S100	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH891587	28024	04/19/2018	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
S6	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH891589	28024	01/19/2018	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
S12	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH891584	28027	02/06/2018	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
S14	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH891585	28027	02/07/2018	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
S97	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH891586	28024	04/18/2018	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
KNU-1706	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH052685	28038	12/2017	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
KNU-1705	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH052684	27999	12/2017	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
CH/JXJA/2017	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MF375374	28079	05/21/2017	Swine	piglet	China	genomic RNA	Yes	0	0	0
CH/SCGA/2017	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH061336	28029	01/05/2017	Swine	porcine	China	genomic RNA	Yes	0	0	0
V7-HB2018	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK138516	28034	03/09/2018	Swine	piglet	China	genomic RNA	Yes	0	0	0
WHZHC72223	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KX883635	28033	2014	Nematode	large pig roundworm	China	genomic RNA	Yes	0	0	0
CH-HB2-2018	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK606369	28038	08/06/2018	Swine	Sus_scrofa	China	genomic RNA	Yes	0	0	0
CH/SCZY103/2017	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH061340	28038	12/01/2017	Swine	porcine	China	genomic RNA	Yes	0	0	0
L6-HB2017	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK644602	28045	10/20/2017	Swine	pig	China	genomic RNA	Yes	0	0	0
CH/JLDH/2016	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MF346935	28035	07/2016	Swine	porcine	China	genomic RNA	Yes	0	0	0
HM2017	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK690502	28035	03/2016	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
CH/HNQX-3/14	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR095279	27997	01/27/2015	Swine	piglet	China	genomic RNA	Yes	0	0	0
CH/HNYF/14	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KP890336	27996	12/2014	Swine	pig	China	genomic RNA	Yes	0	0	0
CH/ZMDZY/11	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KC196276	28038	05/2011	Swine	piglet	China	genomic RNA	Yes	0	0	0
CH/JX/01/P0	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KX058031	28054	12/05/2014	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
CH/JX/01/P5	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KX058032	28054	12/05/2014	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
CH/JX/01/P30	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KX058033	28054	12/05/2014	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
NW8	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MF782687	28038	2015	Swine	pig	China	genomic RNA	Yes	0	0	0
GDS43	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH726381	28038	05/06/2015	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
GDS47	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH726382	28038	05/18/2016	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
CH/TP-4-4/2018	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK140814	28036	2018	Swine	Tibetan pig	China	genomic RNA	Yes	0	0	0
SNJ-P	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK702008	28003	10/2018	Swine	pig	China	genomic RNA	Yes	0	0	0
ZJ/ZX2018-C10	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK250953	28035	02/2018	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
SD2014	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KX064280	28036	10/20/2014	Swine	porcine	China	genomic RNA	Yes	0	0	0
SDSX16	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH117940	28036	03/2016	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
CH/HB9/2016	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MG546689	28035	09/2016	Unknown	-N/A-	China	genomic RNA	Yes	0	0	0
CHN/SH-2016-4/2016	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MG837012	27412	01/20/2016	Swine	porcine	China	genomic RNA	Yes	0	0	0
ZJ15XS0101 P1	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KX550281	28067	01/16/2015	Swine	porcine	China	genomic RNA	Yes	0	0	0
ZJ15XS0101-P16	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK409657	28067	01/31/2016	Swine	pig	China	genomic RNA	Yes	0	0	0
ZJ15XS0101-P35	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK409658	28067	02/23/2016	Swine	pig	China	genomic RNA	Yes	0	0	0
ZJ15XS0101-P120	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK409659	28060	06/16/2016	Swine	pig	China	genomic RNA	Yes	0	0	0
JSCZ1601	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KY070587	28045	2016	Swine	pig	China	genomic RNA	Yes	0	0	0
XM1-2	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KX812523	28038	03/30/2016	Swine	swine	China	genomic RNA	Yes	0	0	0
PEDV-LNsy	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KY007140	28050	03/02/2015	Swine	pig	China	genomic RNA	Yes	0	0	0
CH/HNAY/2015	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR809885	28038	03/18/2015	Swine	piglet	China	genomic RNA	Yes	0	0	0
CH/HNZZ47/2016	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KX981440	28124	05/2016	Swine	pig	China	genomic RNA	Yes	0	0	0
CH/HBTS/2017	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH581489	28066	07/20/2017	Swine	porcine	China	genomic RNA	Yes	0	0	0
T10-HB2018	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK644605	28043	02/02/2018	Swine	pig	China	genomic RNA	Yes	0	0	0
CH/SCZJ/2018	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH061342	28038	02/06/2018	Swine	porcine	China	genomic RNA	Yes	0	0	0
CH/FJND-3/2011	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	JQ282909	28038	05/03/2011	Swine	pig	China	genomic RNA	Yes	0	0	0
GDS27	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH726380	28038	06/06/2014	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
C3-HB2017	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MF807951	28035	02/19/2017	Swine	piglet	China	genomic RNA	Yes	0	0	0
CH/SCZG/2017	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH061337	28035	01/05/2017	Swine	Porcine	China	genomic RNA	Yes	0	0	0
CH/SCMY/2018	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH061343	28026	01/29/2018	Swine	porcine	China	genomic RNA	Yes	0	0	0
CH/SCZY44/2017	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH061338	28026	09/09/2017	Swine	porcine	China	genomic RNA	Yes	0	0	0
CHYJ130330	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ020932	28038	03/2013	Swine	swine	China	genomic RNA	Yes	0	0	0
CH-HB1-2018	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK606368	28038	06/24/2018	Swine	Sus_scrofa	China	genomic RNA	Yes	0	0	0
HUA-14PED96	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KT941120	27966	10/15/2014	Swine	pig	Viet Nam	genomic RNA	Yes	0	0	0
PEDV-1C	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KM609203	28047	03/2012	Swine	pig	China	genomic RNA	Yes	0	0	0
KNU-1710	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH052689	28032	04/2017	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
NB1	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MF281416	28005	02/21/2017	Swine	porcine	South Korea	genomic RNA	Yes	0	0	0
KNU-1804	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH243316	28038	03/2018	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
KNU-1817	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK032691	28038	04/2018	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
KNU-1806	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH243318	28038	03/2018	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
KNU-1818	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK032692	28035	04/2018	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
KNU-1816	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK032690	28050	04/2018	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
KNU-1807	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH243319	28017	03/2018	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
KNU-1815	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK032689	28029	03/2018	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
KNU-1829	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK482396	28023	11/2018	Swine	Sus scrofa	South Korea	genomic RNA	Yes	0	0	0
KNU-1830	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK482397	28023	11/2018	Swine	Sus scrofa	South Korea	genomic RNA	Yes	0	0	0
PEDV/MEX/JAL/03/2016	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH004413	27694	12/06/2016	Swine	swine; suckling piglet	Mexico	genomic RNA	Yes	0	0	0
PEDV/MEX/JAL/19/2017	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH004414	27694	05/10/2017	Swine	swine; suckling piglet	Mexico	genomic RNA	Yes	0	0	0
KNU-1709	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH052688	28038	05/2017	Swine	pig	South Korea	genomic RNA	Yes	0	0	0
CH/FJZZ-9/2012	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KC140102	28038	08/20/2012	Swine	pig	China	genomic RNA	Yes	0	0	0
CH/SCLS/2018	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH061341	28035	01/12/2018	Swine	porcine	China	genomic RNA	Yes	0	0	0
GDS50	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH726383	28038	02/27/2017	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
XM2-4	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KX812524	28038	08/01/2016	Swine	swine	China	genomic RNA	Yes	0	0	0
HeN170821	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK862249	28038	08/2017	Swine	pig	China	genomic RNA	Yes	0	0	0
CH-HNKF-16	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KY649107	28032	05/01/2016	Swine	pig	China	genomic RNA	Yes	0	0	0
B5-HB2017	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MF807952	28046	02/17/2017	Swine	piglet	China	genomic RNA	Yes	0	0	0
PEDV-8C	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KM609205	28047	-N/A-	Swine	pig	China	genomic RNA	Yes	0	0	0
PEDV-LS	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KM609211	28038	01/2014	Swine	pig	China	genomic RNA	Yes	0	0	0
PEDV-LY	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KM609210	28038	01/2014	Swine	pig	China	genomic RNA	Yes	0	0	0
CH/TP-2-2/2018	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK140811	28024	2018	Swine	Tibetan pig	China	genomic RNA	Yes	0	0	0
CH/TP-3-1/2018	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK140812	28022	2018	Swine	Tibetan pig	China	genomic RNA	Yes	0	0	0
CH/TP-4-3/2018	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK140813	28026	2018	Swine	Tibetan pig	China	genomic RNA	Yes	0	0	0
N7-GD2017	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MK644604	28046	11/13/2017	Swine	pig	China	genomic RNA	Yes	0	0	0
GDS31	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH726394	28038	12/08/2015	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
GDS32	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH726395	28038	02/06/2013	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
GDS35	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH726396	28038	12/07/2013	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
GDS38	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH726397	28038	10/20/2012	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
GDS37	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH726398	28038	05/25/2011	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
GDS42	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH726399	28038	09/25/2011	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
GDS45	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH726400	28038	04/26/2011	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
GDS41	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	MH726401	28038	11/27/2011	Swine	Sus scrofa	China	genomic RNA	Yes	0	0	0
UNKNOWN-KJ960178	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ960178	28035	2013	Swine	pig	Viet Nam	genomic RNA	Yes	0	0	0
UNKNOWN-KR610993	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KR610993	27409	07/15/2014	Swine	swine	Thailand	genomic RNA	Yes	0	0	0
UNKNOWN-KJ960179	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	KJ960179	28035	2013	Swine	pig	Viet Nam	genomic RNA	Yes	0	0	0
